,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
468,Your Power,Your Power,Billie Eilish,2021-04-29,245896,3,9,0,0.634,0.937,0.285,0.000359,0.232,-14.007,0.0807,129.65,4,0.203,noon
469,Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,Marshmello,2021-05-21,154983,86,7,1,0.721,0.00226,0.738,4.41e-06,0.118,-4.77,0.0403,119.976,4,0.637,noon
470,Overnight,cure,SIRUP,2021-03-17,238053,39,9,0,0.688,0.0634,0.608,5.2e-06,0.0773,-9.206,0.0475,116.017,4,0.293,noon
471,Alcohol-Free,Taste of Love,TWICE,2021-06-11,210573,35,8,1,0.688,0.0474,0.909,1.35e-06,0.0674,-1.992,0.0624,97.097,4,0.702,noon
472,きらり,きらり,Fujii Kaze,2021-05-03,231882,66,2,1,0.746,0.00803,0.764,0.0,0.357,-6.833,0.0462,116.982,4,0.701,noon
473,NATSUMONOGATARI,NATSUMONOGATARI,YUZU,2021-06-02,274474,40,7,0,0.673,0.15,0.721,0.0,0.231,-5.551,0.0558,129.954,4,0.803,noon
474,八月の陽炎,八月の陽炎,Macaroni Empitsu,2021-05-28,225255,39,4,1,0.52,0.0842,0.799,0.0,0.307,-4.223,0.0655,135.058,4,0.731,noon
475,Better,Nobody Is Listening,ZAYN,2021-01-15,174520,62,2,1,0.696,0.354,0.409,0.0,0.132,-7.135,0.235,84.652,4,0.0962,noon
476,Fall,Lovable People,Noriyuki Makihara,2015,247095,0,0,0,0.729,0.0652,0.908,0.0,0.111,-3.979,0.0332,131.983,4,0.672,noon
477,Yeah 3x,F.A.M.E. (Expanded Edition),Chris Brown,2011-03-22,241666,70,11,0,0.705,0.000369,0.882,1.16e-06,0.0934,-3.201,0.0445,130.0,4,0.7,noon
478,Morning,Poster Girl (Swedish Summer Edition),Zara Larsson,2021-05-21,174994,0,11,1,0.617,0.125,0.634,1.28e-06,0.194,-5.996,0.0985,106.306,4,0.786,noon
479,No Rules,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,2021-05-31,186076,63,5,0,0.747,0.00158,0.736,3.3e-05,0.214,-4.636,0.0544,120.03,4,0.703,noon
480,Super Summer,Super Summer,NiziU,2021-07-05,180531,49,9,1,0.829,0.123,0.741,0.0064,0.0472,-3.062,0.0584,130.011,4,0.589,noon
481,Nowhere to Go (Quarantine Love),Nowhere to Go (Quarantine Love),Snow Tha Product,2020-03-25,145876,44,10,0,0.863,0.0204,0.759,3.06e-05,0.196,-4.452,0.0456,107.97,4,0.427,noon
482,MOA Diary (Dubaddu Wari Wari),The Chaos Chapter: FIGHT OR ESCAPE,TOMORROW X TOGETHER,2021-08-17,188276,63,4,1,0.717,0.074,0.893,0.0,0.141,-4.54,0.181,113.922,4,0.575,noon
483,Twenty-three,CHAT-SHIRE,IU,2015-10-23,194325,56,5,0,0.757,0.0168,0.955,0.0,0.0817,-2.299,0.0412,122.952,4,0.968,noon
484,Routine,Chilly Source Compile Vol.1,Various Artists,2018-11-14,219893,43,1,0,0.766,0.0995,0.824,0.0,0.14,-6.742,0.211,92.965,4,0.745,noon
485,DUMB DUMB,DUMB DUMB,JEON SOMI,2021-08-02,149213,60,2,1,0.85,0.0221,0.734,0.000179,0.0728,-6.415,0.0491,103.027,4,0.406,noon
486,足跡,足跡,Little Glee Monster,2020-08-05,255400,43,0,1,0.42,0.734,0.578,0.0,0.107,-7.065,0.0411,165.707,4,0.427,noon
487,My Pace,SKZ2020,Stray Kids,2020-03-17,190306,0,11,0,0.676,0.0413,0.82,0.0,0.127,-4.278,0.242,155.118,4,0.777,noon
488,Sucker for You,Sucker for You,Matt Terry,2017-10-13,203680,56,0,1,0.876,0.223,0.649,0.0,0.332,-4.369,0.0691,95.034,4,0.742,noon
489,If I Was Your Girlfriend,Be With You,Mondays,2017-01-12,195821,59,9,1,0.737,0.00588,0.622,0.0,0.0831,-6.209,0.0288,100.952,4,0.788,noon
490,Personal,Talk To Ya - EP,HRVY,2017-11-30,198040,70,8,1,0.755,0.114,0.536,0.0,0.0282,-5.605,0.12,138.969,4,0.882,noon
491,LITMUS,LITMUS,Ryokuoushoku Shakai,2021-08-13,254053,48,7,1,0.655,0.104,0.805,0.0,0.134,-4.405,0.0534,95.992,4,0.5,noon
492,Who I Am,Who I Am,milet,2020-11-12,203466,49,8,1,0.618,0.00295,0.795,0.0128,0.122,-3.755,0.0344,110.013,4,0.335,noon
493,Friends,MAP OF THE SOUL : 7,BTS,2020-02-28,199338,0,1,1,0.55,0.0668,0.747,0.0,0.0536,-5.211,0.0407,79.98,4,0.648,noon
494,As It Was,As It Was,Harry Styles,2022-03-31,167303,96,6,0,0.52,0.342,0.731,0.00101,0.311,-5.338,0.0557,173.93,4,0.662,noon
495,Ah puh,IU 5th Album 'LILAC',IU,2021-03-25,200293,58,6,1,0.954,0.0861,0.732,4.05e-06,0.0724,-3.618,0.0445,120.985,4,0.842,noon
496,Celebrity,Celebrity,IU,2021-01-27,195546,63,9,1,0.73,0.191,0.784,0.0,0.0956,-2.62,0.0691,99.995,4,0.673,noon
497,"Honey, I'm Good.",Magazines Or Novels,Andy Grammer,2014-08-05,199263,73,9,1,0.752,0.0324,0.775,0.0,0.351,-7.289,0.0546,122.014,4,0.595,noon
498,Good Time,Kiss,Carly Rae Jepsen,2012-01-01,205120,42,3,1,0.567,0.0195,0.863,8e-05,0.45,-4.916,0.111,126.012,4,0.675,noon
499,Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),Pitbull,2012,204160,82,11,1,0.581,0.0295,0.963,0.0,0.139,-4.087,0.0981,129.992,4,0.788,noon
500,Magic,Take Me Home (Expanded Edition),One Direction,2012-11-12,184000,65,11,1,0.643,0.0112,0.852,0.0,0.0749,-3.763,0.0427,134.024,4,0.863,noon
501,青と夏,Attitude,Mrs. GREEN APPLE,2019-10-01,270026,65,4,1,0.31,0.00157,0.891,0.0,0.284,-1.66,0.0469,184.886,4,0.748,noon
502,Best Day Of My Life,"Oh, What A Life",American Authors,2014-01-01,194240,80,2,1,0.673,0.0591,0.902,0.000262,0.0558,-2.392,0.0346,100.012,4,0.538,noon
503,Buddy,Buddy,HIRAIDAI,2021-05-30,174232,59,6,1,0.786,0.156,0.482,0.0,0.34,-6.82,0.0477,89.992,4,0.617,noon
504,September,"Now, Then & Forever","Earth, Wind & Fire",2013-09-11,221520,53,9,1,0.684,0.131,0.864,0.00526,0.344,-4.819,0.0312,125.395,4,0.978,noon
505,I Really Like You,Emotion (Deluxe Expanded Edition),Carly Rae Jepsen,2015,204763,71,5,1,0.62,0.00564,0.805,9.15e-05,0.285,-5.538,0.0417,122.062,4,0.586,noon
506,Complicated,Let Go,Avril Lavigne,2002-06-04,244506,80,5,1,0.585,0.0572,0.776,7.74e-06,0.3,-5.898,0.0459,77.987,4,0.427,noon
507,Hopeful,Hopeful,Bars and Melody,2014-07-25,169360,53,8,1,0.437,0.358,0.846,0.0,0.251,-4.109,0.147,104.087,4,0.467,noon
508,Just the Way You Are,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,220734,83,5,1,0.635,0.0134,0.841,0.0,0.0622,-5.379,0.0422,109.021,4,0.424,noon
509,til the end of time,til the end of time,almost monday,2021-07-09,179548,41,0,1,0.673,0.0299,0.808,0.0,0.314,-6.199,0.0348,92.016,4,0.94,noon
510,HAPPY TEARS - feat. Aile The Shota,HAPPY TEARS (feat. Aile The Shota),Novel Core,2022-04-06,200640,48,6,1,0.81,0.657,0.764,0.00026,0.091,-5.554,0.0337,104.959,4,0.703,noon
511,Out Of The Woods,1989 (Big Machine Radio Release Special),Taylor Swift,2014-10-27,235800,37,7,1,0.553,0.000743,0.841,1.19e-05,0.341,-6.937,0.0396,92.008,4,0.338,noon
512,Uptown Funk (feat. Bruno Mars),Uptown Special,Mark Ronson,2015-01-12,269666,84,0,1,0.856,0.00801,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,4,0.928,noon
513,Call Me Maybe,Kiss,Carly Rae Jepsen,2012-01-01,193400,60,7,1,0.783,0.0114,0.58,2.28e-06,0.108,-6.548,0.0408,120.021,4,0.66,noon
514,Come and Get Your Love - Single Version,Come and Get Your Love,Redbone,1973-11-01,205933,76,11,0,0.731,0.172,0.804,0.00028,0.0685,-7.621,0.0473,107.383,4,0.957,noon
515,Dynamite,BE,BTS,2020-11-20,199053,12,6,0,0.746,0.0112,0.765,0.0,0.0936,-4.41,0.0993,114.044,4,0.737,noon
516,海のリビング,海のリビング,鈴木鈴木,2021-08-05,223600,62,10,0,0.652,0.0905,0.846,0.0,0.242,-4.005,0.0374,97.998,4,0.762,noon
517,It's The Hard-Knock Life,Annie (Original Motion Picture Soundtrack),Various Artists,2014-11-17,130466,54,9,1,0.738,0.0452,0.841,0.0105,0.03,-5.352,0.0924,163.913,4,0.836,noon
518,High Hopes,Pray for the Wicked,Panic! At The Disco,2018-06-22,190946,82,5,1,0.579,0.193,0.904,0.0,0.064,-2.729,0.0618,82.014,4,0.681,noon
519,Kiss You,Take Me Home: Yearbook Edition,One Direction,2012-11-09,182960,0,4,1,0.63,0.0186,0.934,0.0,0.324,-2.559,0.0589,89.992,4,0.905,noon
520,Shake It Off,1989 (Big Machine Radio Release Special),Taylor Swift,2014-10-27,219200,60,7,1,0.647,0.0647,0.8,0.0,0.334,-5.384,0.165,160.078,4,0.942,noon
521,恋人ごっこ,hope,Macaroni Empitsu,2020-04-01,200219,66,1,1,0.438,0.124,0.646,0.0,0.0603,-5.301,0.0361,102.033,4,0.745,noon
522,Cut To The Feeling,Cut To The Feeling,Carly Rae Jepsen,2017-05-26,207959,65,2,1,0.71,0.0135,0.909,0.00123,0.303,-2.777,0.0639,115.001,4,0.648,noon
523,DREAMIN' ON,SiX,Da-iCE,2021-01-20,235373,60,0,0,0.397,0.00918,0.931,0.0,0.146,-3.072,0.113,170.027,4,0.422,noon
524,Summer Paradise (feat. Taka from One OK Rock),Get Your Heart On!,Simple Plan,2011-06-20,234106,37,2,1,0.488,0.0291,0.824,0.0,0.115,-4.474,0.038,85.888,4,0.79,noon
525,Found My Way,Found My Way,Soundwaves,2020-07-03,196005,58,7,1,0.711,0.276,0.65,0.024,0.42,-8.596,0.0498,120.019,4,0.377,noon
526,No Control,FOUR (Deluxe),One Direction,2014-11-17,199720,72,1,0,0.558,0.0278,0.916,0.0,0.0296,-3.145,0.0839,142.984,4,0.85,noon
527,Summer on You,Summer on You,PRETTYMUCH,2018-06-21,205791,62,4,1,0.811,0.636,0.447,0.0,0.462,-6.55,0.0414,99.995,4,0.694,noon
528,Rumors,Rumors,Jake Miller,2015-07-08,186102,59,1,0,0.883,0.134,0.712,0.0,0.106,-4.769,0.0465,120.022,4,0.825,noon
529,We Are Never Ever Getting Back Together,Red (Big Machine Radio Release Special),Taylor Swift,2012-10-22,193146,76,7,1,0.628,0.00957,0.676,2.65e-05,0.121,-5.911,0.0916,85.984,4,0.75,noon
530,Something Just Like This,Something Just Like This,The Chainsmokers,2017-02-22,247626,76,11,0,0.607,0.0306,0.649,2.46e-05,0.174,-6.695,0.0362,102.996,4,0.505,noon
531,なないろ,なないろ,BUMP OF CHICKEN,2021-05-18,259877,58,9,1,0.593,0.0178,0.862,0.0,0.101,-4.347,0.0299,124.978,4,0.84,noon
532,Church (feat. EARTHGANG),Church (feat. EARTHGANG),Samm Henshaw,2019-01-18,228117,50,8,1,0.652,0.0177,0.746,0.00044,0.0734,-4.62,0.107,165.861,4,0.894,noon
533,Heartbreak Heard Around the World (feat. T-Pain),Heartbreak Heard Around the World (feat. T-Pain),Jacob Latimore,2014-06-10,180159,55,4,1,0.63,0.077,0.753,0.0,0.215,-6.301,0.0532,91.973,4,0.568,noon
534,We're Just Friends,New Start,Loving Caliber,2017-07-17,202000,55,2,1,0.573,0.108,0.65,0.00492,0.144,-4.908,0.193,167.865,4,0.788,noon
535,Paris,Memories...Do Not Open,The Chainsmokers,2017-04-07,221506,74,2,1,0.653,0.0215,0.658,1.66e-06,0.0939,-6.428,0.0304,99.99,4,0.219,noon
536,She's Not Afraid,Take Me Home (Expanded Edition),One Direction,2012-11-12,190560,63,8,1,0.489,0.00891,0.917,0.0,0.184,-4.097,0.132,167.57,4,0.772,noon
537,World's Smallest Violin,OK ORCHESTRA,AJR,2021-03-26,180746,81,5,1,0.68,0.121,0.697,0.0,0.661,-7.01,0.0484,116.033,4,0.684,noon
538,"When Can I See You Again? - From ""Wreck-It Ralph""/Soundtrack Version",Wreck-It Ralph,Various Artists,2012-01-01,218093,68,11,0,0.638,0.0263,0.831,0.0,0.0491,-6.812,0.081,127.975,4,0.388,noon
539,Payphone,Overexposed Track By Track,Maroon 5,2012-01-01,231173,85,4,1,0.743,0.0188,0.752,0.0,0.287,-4.813,0.0414,110.015,4,0.545,noon
540,Girl Almighty,FOUR (Deluxe),One Direction,2014-11-17,201853,65,9,1,0.508,0.0424,0.895,0.0,0.198,-3.745,0.0414,168.941,4,0.495,noon
541,ラヴ・ソング,PEOPLE,PEOPLE 1,2021-11-24,205946,46,1,1,0.721,0.178,0.676,0.0,0.174,-5.735,0.0504,97.039,4,0.856,noon
542,フィクション,Chime,sumika,2019-03-13,230760,65,2,1,0.658,0.144,0.94,0.0,0.101,-2.427,0.0339,122.992,4,0.694,noon
543,エマ,Magic Number,go!go!vanillas,2014-11-05,207213,53,11,1,0.524,0.00774,0.809,0.0,0.0288,-3.314,0.0479,131.905,4,0.855,noon
544,"Young, Wild & Free (feat. Bruno Mars)",Mac and Devin Go To High School (Music From and Inspired By The Movie),Various Artists,2011-12-09,207333,67,0,1,0.715,0.0525,0.655,0.0,0.115,-6.425,0.137,95.078,4,0.531,noon
545,望遠のマーチ,aurora arc,BUMP OF CHICKEN,2019-07-10,258800,41,11,1,0.566,0.0495,0.941,0.0,0.091,-3.081,0.0395,101.942,4,0.459,noon
546,恋ノアイボウ心ノクピド,感情エフェクト,ONE OK ROCK,2008-11-12,173466,42,0,0,0.435,6.47e-05,0.935,2.93e-06,0.105,-3.546,0.0671,98.616,4,0.607,noon
547,Taking Off,Ambitions,ONE OK ROCK,2017-01-11,219084,49,1,0,0.581,0.00182,0.878,0.0,0.0864,-3.352,0.0514,111.978,4,0.421,noon
548,Bombs away,Ambitions,ONE OK ROCK,2017-01-11,263853,42,0,1,0.42,0.0392,0.943,0.0,0.0727,-4.362,0.105,159.943,4,0.283,noon
549,雨上がり,朝顔,Remioromen,2003-11-19,280933,22,2,1,0.385,0.000135,0.94,0.0,0.366,-4.639,0.0591,159.729,4,0.437,noon
550,スタンドバイミー,HORIZON,Remioromen,2006-05-17,305400,34,2,1,0.396,0.00255,0.833,0.00452,0.0865,-4.455,0.0358,154.013,4,0.357,noon
551,Don't Stop Me Now,Discover More Classic Rock,Various Artists,2020-08-10,209160,66,0,1,0.474,0.0237,0.861,0.0158,0.664,-5.984,0.26,156.333,4,0.6,noon
552,グングニル,THE LIVING DEAD,BUMP OF CHICKEN,2000-03-25,235226,31,1,1,0.185,0.00252,0.956,0.0,0.274,-1.618,0.0696,190.887,4,0.58,noon
553,シルエット,TIME,KANA-BOON,2015-01-21,240133,73,2,1,0.436,1.03e-05,0.934,0.14,0.321,-2.685,0.0507,91.481,4,0.384,noon
554,完全感覚Dreamer,Nicheシンドローム,ONE OK ROCK,2010-06-09,252200,56,6,0,0.558,0.000191,0.914,0.0,0.132,-3.395,0.0996,94.975,4,0.711,noon
555,ないものねだり,KANA-BOON THE BEST,KANA-BOON,2020-03-04,262693,51,9,1,0.479,0.000232,0.768,0.00958,0.0966,-3.708,0.0854,174.85,4,0.561,noon
556,小さな恋のうた,MESSAGE,MONGOL800,2001-09-16,222640,64,11,1,0.403,0.00203,0.778,0.0,0.227,-4.856,0.0395,115.581,4,0.628,noon
557,愛唄,あっ、ども。はじめまして。,GReeeeN,2007-01-01,236253,61,8,1,0.505,0.0839,0.791,0.0,0.187,-3.729,0.0308,169.964,4,0.425,noon
558,そばかす,The Great Escape -COMPLETE BEST-,JUDY AND MARY,1995,253826,58,9,1,0.479,0.0638,0.823,2.39e-06,0.392,-3.432,0.0438,169.931,4,0.571,noon
559,前前前世 - movie ver.,君の名は。,RADWIMPS,2016-08-24,284240,54,11,1,0.325,0.00047,0.906,0.0,0.0912,-3.979,0.137,189.878,4,0.585,noon
560,怪獣の花唄,strobo,Vaundy,2020-05-27,224806,71,2,1,0.425,0.00361,0.939,0.0,0.331,-3.498,0.054,150.015,4,0.638,noon
561,残響散歌,残響散歌,Aimer,2021-12-06,184893,77,11,1,0.367,0.000627,0.896,0.0,0.207,-4.002,0.091,170.863,4,0.38,noon
562,アカシア,アカシア,BUMP OF CHICKEN,2020-09-30,262106,57,7,1,0.469,0.0244,0.929,0.0,0.0574,-2.971,0.0339,139.99,4,0.578,noon
563,フルドライブ,フルドライブ,KANA-BOON,2014-05-21,196666,39,9,0,0.331,0.000777,0.929,0.0,0.0159,-1.167,0.113,177.965,4,0.321,noon
564,NIPPON,NIPPON,Sheena Ringo,2014-06-11,234240,32,4,1,0.21,0.00382,0.935,0.00282,0.205,-2.426,0.0815,172.465,4,0.323,noon
565,ray,RAY,BUMP OF CHICKEN,2014-03-12,300680,56,3,1,0.61,0.00664,0.92,0.0,0.33,-3.704,0.0501,132.234,4,0.352,noon
566,SUN,YELLOW DANCER,Gen Hoshino,2015-12-02,241466,58,1,1,0.782,0.021,0.684,0.0,0.125,-5.774,0.0398,108.171,4,0.858,noon
567,The Beginning,人生×僕=,ONE OK ROCK,2013-03-06,292733,58,0,1,0.36,8.83e-05,0.983,0.0,0.111,-2.352,0.101,182.058,4,0.279,noon
568,Take Me to the Top,35xxxv (Deluxe Edition),ONE OK ROCK,2015-09-25,195626,43,5,0,0.186,0.00109,0.973,2.86e-06,0.38,-3.601,0.414,195.987,4,0.192,noon
569,Cry Out,35xxxv (Deluxe Edition),ONE OK ROCK,2015-09-25,227933,53,5,1,0.334,0.00154,0.941,0.0,0.151,-4.406,0.111,168.032,4,0.282,noon
570,Suddenly,35xxxv (Deluxe Edition),ONE OK ROCK,2015-09-25,183200,44,5,1,0.372,0.000815,0.977,2.7e-06,0.539,-3.775,0.13,90.56,4,0.238,noon
571,Memories,35xxxv (Deluxe Edition),ONE OK ROCK,2015-09-25,200120,46,6,1,0.419,0.000214,0.884,0.00523,0.0682,-6.809,0.0969,175.017,4,0.575,noon
572,Stuck in the Middle,35xxxv (Deluxe Edition),ONE OK ROCK,2015-09-25,212106,39,9,1,0.449,3.41e-05,0.945,0.000213,0.313,-6.546,0.104,94.994,4,0.39,noon
573,Re:make,Zankyō Reference,ONE OK ROCK,2011-10-05,204493,55,11,0,0.386,0.000116,0.988,0.0,0.104,-2.692,0.158,171.977,4,0.443,noon
574,We Are,Ambitions,ONE OK ROCK,2017-01-13,255400,61,5,1,0.41,0.0651,0.834,0.0,0.115,-5.375,0.054,147.982,4,0.333,noon
575,Deeper Deeper,JINSEI KAKETE BOKU WA,ONE OK ROCK,2013-03-06,216453,50,4,0,0.406,3.09e-05,0.966,6.95e-05,0.0586,-3.743,0.121,158.828,4,0.664,noon
576,sailing day,ユグドラシル,BUMP OF CHICKEN,2004-08-25,244666,52,3,1,0.422,0.00674,0.953,0.0,0.0999,-2.233,0.0391,94.826,4,0.744,noon
577,カルマ,orbital period,BUMP OF CHICKEN,2007-12-19,209973,48,6,1,0.422,0.00489,0.885,5.83e-05,0.29,-2.785,0.0429,97.411,4,0.578,noon
578,白日,CEREMONY,King Gnu,2020-01-15,276373,67,1,1,0.599,0.562,0.891,0.0,0.322,-3.242,0.116,93.029,4,0.694,noon
579,さよならエレジー,PLAY(Special Edition),Masaki Suda,2018-03-21,257066,63,1,1,0.466,0.00331,0.934,0.0,0.277,-2.736,0.0539,154.961,4,0.615,noon
580,Mela!,Mela!,Ryokuoushoku Shakai,2020-04-13,242066,73,8,1,0.619,0.0439,0.941,1.73e-05,0.318,-1.618,0.0584,137.967,4,0.624,noon
581,Save Yourself - International Version,Save Yourself,ONE OK ROCK,2022-06-24,197995,35,5,1,0.503,0.00428,0.849,0.0,0.0667,-2.709,0.0615,165.096,4,0.762,noon
582,*〜アスタリスク〜,*〜アスタリスク〜,ORANGE RANGE,2005,255906,61,5,1,0.57,0.026,0.931,0.000211,0.312,-3.983,0.0408,127.988,4,0.677,noon
583,ピースサイン,BOOTLEG,Kenshi Yonezu,2017-11-01,238533,71,10,0,0.593,0.00221,0.935,0.0,0.315,-3.853,0.0684,100.003,4,0.618,noon
584,花,musiQ,ORANGE RANGE,2004-12-01,253720,60,0,1,0.413,0.349,0.792,0.0,0.0992,-4.548,0.0632,183.699,4,0.526,noon
585,新宝島,834.194,sakanaction,2019-06-19,305000,57,7,0,0.551,0.0013,0.919,0.00638,0.352,-3.484,0.074,157.989,4,0.652,noon
586,新世界,aurora arc,BUMP OF CHICKEN,2019-07-10,225676,54,5,1,0.56,0.00503,0.961,0.0,0.094,-3.078,0.042,162.912,4,0.77,noon
587,飛燕,BOOTLEG,Kenshi Yonezu,2017-11-01,243333,47,2,1,0.595,0.0252,0.752,0.0,0.336,-4.691,0.0279,132.018,4,0.602,noon
588,タマシイレボリューション - 2013 Remastered Version,Superfly BEST,Superfly,2013-09-25,224826,53,11,1,0.471,0.0313,0.96,3.52e-06,0.407,-1.857,0.0877,131.893,4,0.498,noon
589,ノーダウト,エスカパレード,Official HIGE DANdism,2018-04-11,202394,64,2,1,0.574,0.0585,0.936,0.0,0.336,-3.185,0.0701,149.954,4,0.792,noon
590,アイデンティティ,DocumentaLy,sakanaction,2011-09-28,246759,48,6,0,0.499,0.0649,0.792,0.0,0.574,-3.438,0.0498,139.991,4,0.699,noon
591,あつまれ!パーティーピーポー,We love Tank-top,Yabai T-Shirts Yasan,2016-11-02,192320,46,2,1,0.486,0.0785,0.946,0.0,0.128,-0.721,0.174,164.077,4,0.562,noon
592,JUICE UP!!のテーマ,Everybody!!,WANIMA,2018-01-17,113987,44,3,0,0.423,0.00536,0.948,0.0,0.337,-2.623,0.0808,169.978,4,0.811,noon
593,楽園,楽園,Fujifabric,2021-01-29,225333,55,2,1,0.561,0.00469,0.822,2.71e-06,0.092,-5.078,0.0848,97.954,4,0.431,noon
594,Mighty Long Fall,35xxxv,ONE OK ROCK,2015-02-11,243240,46,3,0,0.477,0.00129,0.953,3.59e-06,0.422,-3.47,0.0555,158.02,4,0.538,noon
595,OLA!!,TOWA,YUZU,2016-01-13,207534,39,0,1,0.657,0.517,0.901,0.0,0.27,-3.136,0.0936,115.052,4,0.82,noon
596,夢の外へ,Stranger,Gen Hoshino,2013-05-01,231194,46,6,1,0.626,0.311,0.848,0.0,0.106,-5.205,0.0294,112.968,4,0.908,noon
597,Another Part of Me - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,1987-08-31,234720,59,10,1,0.78,0.11,0.868,7.67e-05,0.352,-4.5,0.0705,106.069,4,0.773,noon
598,夏色,ゆずイロハ1997-2017,YUZU,2017-04-26,200920,51,3,1,0.578,0.0229,0.913,0.0,0.0665,-3.01,0.0439,120.118,4,0.763,noon
599,Alright!!,Box Emotions,Superfly,2008-09-10,257733,41,10,0,0.376,0.00378,0.947,2.32e-05,0.0836,-1.013,0.0672,141.925,4,0.244,noon
600,Beautiful,WHITE,Superfly,2015-05-27,297931,54,3,1,0.51,0.0435,0.895,1.34e-06,0.123,-3.321,0.0444,144.847,4,0.356,noon
601,黒い雫,"LOVE, PEACE & FIRE",Superfly,2017-04-04,210173,34,11,0,0.629,0.00183,0.875,0.000113,0.105,-3.052,0.0442,142.063,4,0.737,noon
602,オンリー ロンリー グローリー,ユグドラシル,BUMP OF CHICKEN,2004-08-25,291120,36,11,1,0.394,8.67e-05,0.932,2.36e-05,0.135,-2.449,0.111,147.912,4,0.568,noon
603,GO,Butterflies,BUMP OF CHICKEN,2016-02-10,361986,42,11,1,0.609,0.0142,0.809,0.0,0.191,-6.176,0.0268,130.035,4,0.383,noon
604,オリオンをなぞる,Populus Populus,UNISON SQUARE GARDEN,2011-07-06,263733,49,1,0,0.342,0.00271,0.902,0.0,0.52,-2.742,0.0878,182.179,4,0.649,noon
605,一途,一途,King Gnu,2021-12-10,190606,72,2,1,0.5,0.00723,0.964,6.2e-05,0.0557,-4.19,0.124,159.971,4,0.662,noon
