,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,morning,noon,evening,night
501,喜劇,喜劇,Gen Hoshino,2022-04-08,230666,66,1,0,0.676,0.0322,0.461,1.01e-06,0.358,-6.746,0.143,87.917,4,0.715,0,0,1,1
502,Scenario (Film),MODERN TIMES,PUNPEE,2017-10-11,248150,43,9,1,0.682,0.335,0.889,0.0,0.104,-5.118,0.256,153.018,4,0.676,0,0,1,0
503,now,now,showmore,2019-03-13,253183,30,3,0,0.721,0.403,0.504,5.6e-06,0.0855,-7.869,0.214,97.734,4,0.695,0,0,1,0
504,Up All Night,Elastic Afterwords,Kenichiro Nishihara,2019-02-06,213268,37,4,0,0.649,0.322,0.8,0.0147,0.126,-5.786,0.0283,111.982,4,0.561,0,0,1,0
505,Gimelou,CLASSIX,IN-SIST,2016-06-15,205093,22,7,1,0.817,0.196,0.782,0.0,0.0946,-5.516,0.175,106.022,4,0.893,0,0,1,0
506,Love is Over - (Tomggg Remix),TREKKIE TRAX THE BEST 2016-2017,Various Artists,2018-01-17,235826,29,2,1,0.738,0.347,0.78,2.74e-06,0.0632,-7.445,0.0629,115.006,4,0.947,0,0,1,0
507,くればいいのに - Single Edit,KREVA BEST ALBUM「KⅩ」,KREVA,2014-06-18,299706,35,0,0,0.616,0.0908,0.728,0.0,0.096,-5.705,0.0334,162.077,4,0.961,0,0,1,0
508,FLY,PLAY,Taichi Mukai,2017-08-23,200288,0,11,0,0.782,0.269,0.715,0.0,0.131,-7.124,0.0674,116.969,4,0.788,0,0,1,0
509,been so long - tofubeats remix,BACK2THEFUTURETHEALBUM,m-flo,2018-02-28,358033,23,7,1,0.732,0.0076,0.877,0.000125,0.0753,-5.868,0.0456,101.996,4,0.239,0,0,1,0
510,Disco (Bad dance doesn't matter),Disco (Bad dance doesn't matter),chelmico,2020-08-07,223773,29,11,0,0.783,0.0438,0.824,0.0,0.1,-4.886,0.105,117.98,4,0.759,0,0,1,0
511,Hug feat. kojikoji (Fantasy club ver.),Fantasy club,空音,2019-12-18,185333,52,9,1,0.785,0.433,0.73,0.0,0.149,-4.099,0.0731,92.023,4,0.529,0,0,1,0
512,Hug,Hug,空音,2019-08-21,184728,57,1,0,0.727,0.871,0.83,0.0,0.0907,-3.129,0.164,91.859,4,0.839,0,1,1,0
513,確信MAYBE - Kenichiro Nishihara Remix,確信MAYBE (Kenichiro Nishihara Remix),Yu Sakai,2019-06-26,232733,13,0,0,0.717,0.0778,0.758,0.0,0.0636,-5.063,0.0277,117.968,4,0.661,0,0,1,0
514,Presence Reprise,Presence,STUTS,2021-06-23,282386,32,11,1,0.364,0.841,0.415,2.81e-05,0.183,-9.115,0.0374,80.066,1,0.375,0,0,1,0
515,Serendipity,Illuminus,Kenichiro Nishihara,2012-12-21,245093,34,10,1,0.707,0.131,0.655,0.0527,0.193,-5.975,0.0299,96.956,4,0.661,0,0,1,0
516,琥珀の目,琥珀の目,Rin音,2021-10-11,170167,43,11,1,0.462,0.0714,0.924,0.000131,0.212,-5.154,0.0714,90.999,4,0.636,0,0,1,0
517,Don't Be Someone Else,MUSIC WARDROBE,FIVE NEW OLD,2021-04-07,223083,47,10,0,0.694,0.263,0.673,0.0,0.0841,-5.848,0.0668,94.968,4,0.754,0,0,1,0
518,青い春に,青い春に,tonun,2021-03-17,235468,36,7,1,0.853,0.439,0.4,0.000474,0.271,-8.195,0.0552,128.032,4,0.422,0,0,1,0
519,VIBRATION (feat. Kotetsu Shoichiro),REFLECTION,tofubeats,2022-05-18,241800,42,0,0,0.796,0.246,0.489,2.31e-05,0.0892,-10.854,0.0835,103.987,4,0.635,0,0,1,0
520,Kiss Me More (feat. Naomi Watanabe),Kiss Me More (feat. Naomi Watanabe),Doja Cat,2021-05-01,209942,53,8,1,0.776,0.391,0.692,0.000917,0.113,-4.409,0.0279,110.964,4,0.749,0,0,1,0
521,Telepath,Telepath,Conan Gray,2021-10-29,194973,72,9,1,0.606,0.00298,0.819,0.0,0.0702,-4.804,0.049,75.006,4,0.744,0,0,1,0
522,Good Together,Warm on a Cold Night (Deluxe),HONNE,2016-07-13,228521,52,5,0,0.683,0.0874,0.658,0.000487,0.133,-5.46,0.0293,96.99,4,0.507,0,0,1,0
523,LUNATIC,6equence,Moon Byul,2022-01-22,205226,40,5,1,0.735,0.059,0.93,0.0,0.138,-2.768,0.0658,123.999,4,0.842,0,0,1,0
524,万葉,万葉,小田朋美,2022-03-31,163724,44,5,1,0.512,0.634,0.417,0.00247,0.0966,-8.644,0.0628,121.418,4,0.616,0,0,1,0
525,Fake,Fake,Lauv,2020-10-13,146375,69,4,1,0.703,0.139,0.657,0.0,0.093,-5.363,0.0783,82.96,4,0.455,0,0,1,0
526,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,Calvin Harris,2017-06-30,223413,80,11,0,0.893,0.0642,0.745,0.0,0.0943,-3.105,0.0571,101.018,4,0.872,0,0,1,0
527,Butter,Strides,Nariaki Obukuro,2021-10-13,320733,39,8,1,0.675,0.25,0.58,0.122,0.117,-8.744,0.255,171.265,4,0.507,0,0,1,0
528,Catch Me If You Can (Fly Away),Rocket Science,Kenta Dedachi,2019-10-30,261866,40,8,1,0.72,0.0206,0.707,0.000125,0.134,-5.633,0.0321,122.023,4,0.688,0,0,1,0
529,ラブ・ストーリーは突然に,自己ベスト,Kazumasa Oda,2002,295080,55,7,1,0.658,0.00377,0.763,0.000486,0.819,-4.375,0.029,113.557,4,0.53,0,0,1,0
530,雨のビート,雨のビート,sty,2021-06-04,202588,33,9,1,0.63,0.203,0.524,0.0,0.0833,-8.183,0.102,169.961,4,0.718,0,0,1,0
531,Any song,Any song,ZICO,2020-01-13,227226,67,10,0,0.874,0.118,0.787,0.0,0.11,-2.416,0.129,108.007,4,0.896,0,0,1,1
532,LA・LA・LA LOVE SONG,LA・LA・LA LOVE THANG,Toshinobu Kubota,1996-12-02,286493,57,8,0,0.754,0.125,0.908,2.99e-05,0.0779,-4.555,0.0363,117.907,4,0.95,0,0,1,1
533,Need You Bad,CIY,SIRUP,2020-03-25,241013,45,10,0,0.672,0.033,0.632,0.00237,0.111,-6.278,0.121,175.994,4,0.898,0,0,1,0
534,All Night (BTS World Original Soundtrack) [Pt. 3],BTS WORLD (Original Soundtrack),Various Artists,2019-06-28,216873,57,5,1,0.725,0.193,0.706,0.0,0.109,-4.766,0.121,120.042,4,0.667,0,0,1,0
535,Something Bout That Feeling,"You & Me, That's Enough",Devin Kennedy,2019-10-04,132688,64,5,1,0.69,0.064,0.397,0.0,0.0784,-6.514,0.0453,203.723,4,0.772,0,0,1,0
536,Slidin' (feat. Kodak Black),Slidin' (feat. Kodak Black),Jason Derulo,2022-05-19,156300,67,11,0,0.695,0.106,0.884,0.0,0.134,-1.953,0.172,100.088,4,0.803,0,0,1,0
537,Baby Boo (with Saweetie),Baby Boo,Muni Long,2022-06-10,152241,61,5,0,0.776,0.127,0.83,0.0,0.16,-4.676,0.0659,134.681,4,0.662,0,0,1,0
538,Sweetest Pie,Sweetest Pie,Megan Thee Stallion,2022-03-11,201334,81,7,1,0.814,0.167,0.628,0.0,0.101,-7.178,0.221,123.977,4,0.677,0,0,1,0
539,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",Rainy day,PATEKO,2020-07-19,218250,53,2,1,0.621,0.55,0.783,0.0,0.109,-4.78,0.162,160.161,4,0.49,0,0,1,0
540,Step by Step,Rocket Science,Kenta Dedachi,2019-10-30,254800,49,9,0,0.815,0.322,0.678,0.000775,0.102,-6.229,0.0389,115.98,4,0.78,0,0,1,0
541,boyfriend material,to be honest,Gareth.T,2022-05-20,150298,59,4,1,0.794,0.445,0.454,0.0,0.127,-7.848,0.0477,144.926,4,0.913,0,0,1,0
542,Couch Potato,Couch Potato,Jakubi,2015-04-20,195188,51,8,1,0.736,0.251,0.707,0.0,0.411,-4.491,0.103,90.078,4,0.58,0,0,1,0
543,Life is,Life is,AmPm,2017-04-06,245751,23,11,0,0.898,0.0499,0.738,0.0272,0.0927,-5.65,0.0521,120.002,4,0.957,0,0,1,0
544,Love Never Felt So Good,XSCAPE,Michael Jackson,2014-05-09,246026,70,7,0,0.775,0.132,0.719,1.79e-06,0.0662,-6.212,0.0435,117.513,4,0.712,0,1,1,0
545,Don't Rush,Banba,Ric Wilson,2018-05-18,218365,34,2,0,0.902,0.252,0.735,0.00137,0.184,-6.373,0.0927,109.993,4,0.698,0,0,1,0
546,Dancing in the Moonlight,Onka's Big Moka,Toploader,2000,232693,78,10,1,0.632,0.0624,0.856,0.0,0.347,-3.463,0.0348,119.397,4,0.867,0,0,1,0
547,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",My House,Flo Rida,2015-04-07,224258,68,9,0,0.854,0.0242,0.766,0.0,0.0793,-4.697,0.141,118.004,4,0.784,0,0,1,0
548,LAst dAy oN EaRTh,LAst dAy oN EaRTh,Tai Verdes,2022-01-13,172755,70,5,1,0.494,0.413,0.553,4.17e-05,0.218,-5.57,0.197,82.061,4,0.359,0,0,1,0
549,Color Drive,The Voyager 737,DPR CREAM,2019-07-05,160933,56,2,0,0.847,0.125,0.644,5.97e-05,0.208,-6.129,0.0349,109.991,4,0.636,0,0,1,0
550,Why (Feat. Hoody),Why (Feat. Hoody),VVON,2022-07-05,140866,48,4,1,0.779,0.658,0.392,0.0,0.0958,-4.135,0.0482,89.929,4,0.708,0,0,1,0
551,Lost,Versus the night,yama,2022-08-31,245466,52,4,1,0.323,0.169,0.601,0.0,0.363,-4.746,0.0351,109.687,5,0.289,0,0,1,0
552,Ain't Nobody Know,Same Thing,Gen Hoshino,2019-10-14,211533,44,5,0,0.875,0.538,0.35,9.44e-06,0.102,-5.826,0.0626,120.0,4,0.565,0,0,1,0
553,STRESS,STRESS FREE,gb,2021-11-24,146890,44,0,1,0.781,0.475,0.474,0.0,0.0959,-6.217,0.734,88.107,4,0.643,0,0,1,0
554,Laid back,ReNBRANDT,ReN,2021-09-08,191356,35,10,1,0.822,0.268,0.366,0.0,0.348,-8.235,0.0535,92.99,4,0.514,0,0,1,0
555,浮遊夢,浮遊夢,Ayumu Imazu,2021-05-28,199411,40,0,0,0.715,0.314,0.72,0.0,0.352,-4.869,0.18,97.115,4,0.679,0,0,1,0
556,君のしぐさも,君のしぐさも,Baby Kiy,2020-09-02,154241,39,7,0,0.692,0.797,0.365,0.0,0.286,-7.248,0.0361,97.964,4,0.363,0,0,1,0
557,Found Me,yet,maeshima soshi,2022-04-15,183061,42,2,1,0.567,0.62,0.368,1.51e-05,0.0922,-8.706,0.0594,130.135,4,0.48,0,0,1,0
558,SEASIDE MAGIC,SEASIDE MAGIC,OHTORA,2021-09-15,253910,33,9,1,0.758,0.505,0.61,1.77e-06,0.233,-4.545,0.0368,91.012,4,0.63,0,0,1,0
559,彗星と街,彗星と街,Mel,2020-11-22,200727,50,6,1,0.606,0.228,0.58,0.0,0.137,-7.331,0.216,75.968,4,0.798,0,0,1,1
560,Apple Pie,Apple Pie,鈴木愛理,2021-04-12,217629,35,8,1,0.82,0.753,0.481,0.000279,0.0895,-8.156,0.0331,102.961,4,0.827,0,0,1,0
561,東京今夜,SOLAR,フレンズ,2021-08-04,226546,33,8,1,0.541,0.331,0.553,0.0,0.104,-5.228,0.0796,179.829,4,0.665,0,0,1,0
562,でこぼこ,Green Light,Furui Riho,2022-03-09,270484,35,6,1,0.528,0.918,0.392,0.000601,0.165,-8.291,0.155,80.068,4,0.748,0,0,1,0
563,あなたの季節が,あなたの季節が,tonun,2021-09-01,183428,37,9,1,0.821,0.303,0.611,0.639,0.0997,-7.518,0.0416,139.995,4,0.703,0,0,1,0
564,Offshore ~Cafe Latte Song~,Offshore ~Cafe Latte Song~,WST,2021-01-15,185152,44,3,1,0.654,0.43,0.649,0.0,0.114,-3.824,0.107,90.307,4,0.825,0,0,1,0
565,Sugar Baby,Sugar Baby,L-Baby,2020-12-27,201567,52,8,1,0.746,0.488,0.404,0.00106,0.175,-6.369,0.142,76.927,4,0.244,0,0,1,1
566,Bluma to Lunch,BLOOM SQUAD,BLOOM VASE,2020-12-19,159040,61,7,1,0.756,0.034,0.726,0.000455,0.119,-5.388,0.0489,123.98,4,0.792,2,0,0,1
567,Yessir,Jungle,¥ellow Bucks,2020-08-21,172389,63,10,0,0.803,0.184,0.588,0.0,0.0792,-4.68,0.0641,89.973,4,0.571,2,1,0,0
568,My Resort,Jungle,¥ellow Bucks,2020-08-21,132813,60,9,1,0.824,0.0314,0.752,3.93e-06,0.122,-4.496,0.035,117.991,4,0.739,2,1,0,0
569,With My Way,Excuse Me,¥ellow Bucks,2019-10-31,143150,53,4,1,0.798,0.127,0.695,1.71e-06,0.0734,-5.897,0.0599,154.022,4,0.543,1,0,0,0
570,Good Vibes Only,Good Vibes Only,SALU,2018-07-11,202809,45,3,1,0.743,0.561,0.818,0.0,0.109,-4.844,0.215,166.125,4,0.914,1,0,0,0
571,Longiness,Longiness,SugLawd Familiar,2020-10-21,187741,53,7,1,0.794,0.342,0.56,0.0,0.0799,-5.776,0.183,87.003,4,0.424,1,0,0,0
572,dream life,dream life,Nao,2019-04-20,173100,42,10,1,0.763,0.555,0.74,0.0,0.0474,-6.047,0.0436,155.078,4,0.801,1,0,0,0
573,Ocean View,Mobb Life,BAD HOP,2017-09-06,256435,21,11,1,0.665,0.0398,0.782,0.0,0.224,-4.361,0.0574,137.717,4,0.605,1,0,0,0
574,Kawasaki Drift,BAD HOP HOUSE,BAD HOP,2018-06-15,277307,51,10,0,0.739,0.0119,0.679,0.0,0.127,-5.411,0.281,176.142,4,0.345,2,1,0,0
575,PLAYBOY,Sounds Good,CREAM,2018-09-19,200268,53,5,1,0.855,0.106,0.657,0.0,0.0803,-4.856,0.0599,99.037,4,0.669,2,0,0,1
576,2018,BAD HOP HOUSE,BAD HOP,2018-06-15,129987,39,1,1,0.839,0.0192,0.5,1.74e-06,0.0605,-6.909,0.266,149.978,4,0.189,1,0,0,0
577,Super Car,Mobb Life,BAD HOP,2017-09-06,216001,14,10,0,0.611,0.0763,0.656,0.0,0.0933,-6.305,0.13,139.975,4,0.347,2,0,0,1
578,Asian Doll,Mobb Life,BAD HOP,2017-09-06,286879,21,3,0,0.767,0.0182,0.69,0.0,0.118,-4.711,0.0582,140.051,4,0.294,2,0,0,1
579,夏の思い出,ケツノポリス3,Ketsumeishi,2003-10-01,391733,53,11,1,0.686,0.171,0.909,0.0,0.553,-4.193,0.0541,94.009,4,0.818,1,0,0,0
580,俺と一緒になってくれ,HOPE,心之助,2018-07-18,279933,41,0,1,0.659,0.75,0.651,0.0,0.212,-5.427,0.038,84.984,4,0.593,2,0,0,1
581,100MILLION - REMIX,100MILLION (REMIX),舐達麻,2019-12-06,254574,51,5,0,0.506,0.171,0.681,2.47e-06,0.101,-5.967,0.355,83.379,4,0.768,2,0,0,1
582,"I'm ""T""",THE MESSAGE Ⅲ,MC Tyson,2020-12-18,124090,52,6,1,0.707,0.222,0.817,0.0,0.0591,-3.943,0.0741,88.018,4,0.75,1,0,0,0
583,STRANGER,COSMO WORLD,LEX,2021-07-21,218666,0,5,1,0.819,0.292,0.572,0.0,0.225,-5.931,0.0878,134.957,4,0.909,2,1,0,0
584,水平線,水平線,back number,2021-08-13,285396,75,10,1,0.419,0.011,0.75,0.0,0.159,-3.546,0.0316,145.867,4,0.436,2,0,0,1
585,UP IN SMOKE,磊,MONYPETZJNKMN,2017-05-17,248119,4,9,0,0.655,0.254,0.78,0.0,0.662,-3.675,0.146,82.992,4,0.626,2,0,0,1
586,BANANA,LOVE + PARTY,CREAM,2019-12-25,177050,54,11,1,0.869,0.603,0.81,0.0,0.0672,-5.153,0.0453,100.005,4,0.928,3,0,1,1
587,Dear Family,Dear Family,Red Eye,2019-05-08,199577,0,9,1,0.43,0.0265,0.744,0.0,0.104,-5.078,0.194,170.539,4,0.315,2,0,0,1
588,was good day - Remix,was good day (Remix),罰当,2018-08-30,193392,45,9,1,0.748,0.209,0.702,0.0,0.0526,-4.312,0.0452,91.98,4,0.432,2,0,0,1
589,噂のBITCH,Uncensored,SLOTH,2017-09-13,219999,0,5,1,0.612,0.403,0.777,0.0,0.732,-5.294,0.321,92.979,4,0.622,2,0,0,1
590,BAKI,Soul Plane,KOH,2020-02-07,166000,45,5,1,0.82,0.314,0.716,0.0,0.0938,-5.564,0.0903,107.017,4,0.387,2,0,0,1
591,悪我鬼,悪我鬼,Eric.B.Jr,2019-09-19,169134,46,3,0,0.824,0.136,0.644,0.0,0.085,-4.059,0.0856,99.981,4,0.555,2,0,0,1
592,Phone,Phone,HITOMIN,2019-07-20,178500,58,2,1,0.819,0.208,0.478,7.93e-05,0.103,-7.828,0.0364,99.988,4,0.236,2,0,0,1
593,body,body,HITOMIN,2019-07-14,208048,46,3,0,0.649,0.517,0.471,0.000367,0.138,-8.102,0.0322,82.015,4,0.181,2,0,0,1
594,Chill桜,Chill,TOM,2020-09-04,185859,42,0,1,0.791,0.481,0.649,0.0,0.112,-7.483,0.0495,95.014,4,0.551,2,0,0,1
595,BUDS MONTAGE,BUDS MONTAGE,Various Artists,2020-07-30,286759,55,11,0,0.609,0.336,0.728,0.0,0.144,-6.649,0.331,83.323,4,0.558,2,0,0,1
596,Bando,CookieTape vol.2,Cookie Plant,2020-09-27,164661,44,1,1,0.691,0.0572,0.833,0.0,0.193,-6.251,0.0472,102.115,4,0.607,1,0,0,0
597,Benz i Lauren,XD (SIDE-D),week dudus,2019-12-30,142972,45,2,1,0.969,0.0948,0.679,0.00638,0.113,-6.29,0.271,120.021,4,0.563,2,0,0,1
598,If I Die,LIVE : live,AK-69,2020-08-02,286106,40,11,0,0.688,0.0962,0.647,0.0,0.148,-5.142,0.0496,90.031,4,0.137,2,0,0,1
599,Chocolate,CHOCOLATE,CHANMINA,2017-11-15,182466,55,0,1,0.795,0.0614,0.742,2.64e-06,0.0669,-4.722,0.0556,92.002,4,0.267,2,0,0,1
600,LADY,未成年,CHANMINA,2017-03-08,210733,48,0,1,0.482,0.29,0.67,3.06e-06,0.316,-5.264,0.235,97.85,4,0.882,2,0,0,1
601,alarm,alarm,KeeP,2021-02-27,141126,44,4,1,0.606,0.675,0.514,0.0,0.125,-13.109,0.201,159.944,4,0.347,2,0,0,1
602,そんなもんだ,色んな所へ行こう,心之助,2019-04-30,152600,36,6,0,0.674,0.285,0.902,0.0,0.31,-4.398,0.18,103.934,4,0.612,2,0,0,1
603,友達と呼ぶのでしょう,White Songs,心之助,2020-12-25,243572,32,7,1,0.76,0.382,0.655,0.0,0.331,-7.688,0.0407,99.989,4,0.516,2,0,0,1
604,なんでも言っちゃって (feat. JP THE WAVY),なんでも言っちゃって (feat. JP THE WAVY),LEX,2021-08-04,146666,0,2,0,0.799,0.0344,0.676,0.0,0.0991,-4.757,0.0564,108.004,4,0.663,1,0,0,0
605,PORSCHEでKISS,PORSCHEでKISS,t-Ace,2019-03-20,198900,48,7,1,0.729,0.0126,0.646,2.24e-06,0.259,-5.008,0.0355,99.989,4,0.565,2,0,0,1
606,Light It Up,Light It Up,Banty Foot,2021-06-16,213123,44,7,1,0.75,0.0397,0.848,0.0,0.132,-3.808,0.0551,91.931,4,0.874,1,0,0,0
607,CHU HI,CHU HI,MIYACHI,2021-08-20,176051,37,8,0,0.85,0.102,0.72,3.29e-05,0.354,-6.981,0.0615,119.992,4,0.621,2,0,0,1
608,GILA GILA,GILA GILA,Awich,2021-07-30,251818,56,11,1,0.854,0.0307,0.789,0.0,0.307,-5.996,0.217,132.02,4,0.443,3,1,0,1
609,CBD(Remix) (feat. Red Eye & D.O),CBD(Remix) (feat. Red Eye & D.O),KOHH,2021-08-20,301074,51,1,1,0.928,0.0516,0.393,0.0,0.0553,-9.486,0.367,127.961,4,0.526,3,1,0,1
610,And I Love You So,THE CARTEL FROM STREETS,AK-69,2009-09-02,377239,51,6,0,0.624,0.0654,0.723,0.0,0.108,-5.162,0.0287,143.975,4,0.278,2,0,0,1
611,甘えちゃってSorry,甘えちゃってSorry,AYA A.K.A PANDA,2017-11-01,182668,52,8,1,0.74,0.0618,0.592,0.0,0.065,-8.159,0.239,140.043,4,0.747,1,0,0,0
612,"WAVEBODY (Remix) feat. OZworld, LEX & ¥ellow Bucks",WAVY TAPE 2(Deluxe),JP THE WAVY,2021-09-22,223266,55,1,1,0.889,0.0273,0.721,0.000189,0.139,-6.061,0.159,87.464,4,0.839,2,1,0,0
613,High School Dropout,Yours,DADA,2021-08-06,168148,56,7,1,0.717,0.374,0.721,0.0,0.133,-4.95,0.061,162.028,4,0.37,2,0,0,1
614,運命,Break myself,KeeP,2021-09-18,204246,47,9,1,0.732,0.716,0.764,5.23e-06,0.119,-5.014,0.147,72.996,4,0.427,2,0,0,1
615,Chevy,Make U Dirty,MUD,2017-07-26,197028,37,6,1,0.793,0.334,0.713,0.0,0.405,-4.698,0.309,152.031,4,0.793,2,0,0,1
616,Suicide,BAD HOP WORLD,BAD HOP,2020-08-07,202810,40,9,1,0.691,0.00922,0.526,0.0,0.155,-8.213,0.0484,144.044,4,0.437,4,0,0,2
617,Hangover - Cover,Hangover (Cover),Repezen Foxx,2021-08-06,204000,0,1,1,0.812,0.185,0.637,0.000886,0.165,-7.37,0.07,105.013,4,0.484,2,0,0,1
618,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",Tokyo Drift (Fast & Furious),Teriyaki Boyz,2006-01-01,255946,71,6,1,0.757,0.178,0.892,4.19e-05,0.0719,-5.321,0.124,127.014,4,0.936,1,0,0,0
619,Let's Get Eat,APOSTROPHE,T-STONE,2019-10-23,158995,45,9,1,0.896,0.353,0.45,0.0,0.102,-11.738,0.217,139.994,4,0.584,2,0,0,1
620,DOWN,Yours,DADA,2021-08-06,166896,51,7,0,0.689,0.268,0.683,1.81e-06,0.0392,-6.21,0.209,174.06,4,0.631,2,0,0,1
621,happy end -2021-,happy end -2021-,心之助,2021-12-25,258499,23,1,0,0.662,0.303,0.84,0.0,0.305,-4.973,0.0393,87.974,4,0.669,2,0,0,1
622,SCRAMBLE,SCRAMBLE,Matt Cab,2021-11-26,167521,43,2,1,0.498,0.163,0.902,0.0,0.252,-3.232,0.0401,175.121,4,0.791,2,0,0,1
623,涙,ケツノポリス4,Ketsumeishi,2005-06-29,382680,50,8,1,0.671,0.185,0.806,0.0,0.0898,-4.354,0.0306,83.993,4,0.808,1,0,0,0
624,MY PRAYER,MY PRAYER,THE RAMPAGE from EXILE TRIBE,2020-10-26,215931,44,0,1,0.425,0.592,0.575,0.0,0.0677,-5.167,0.0322,175.908,4,0.362,2,0,0,1
625,"10,000 Hours","10,000 Hours",Keeneng,2019-10-12,164726,14,10,1,0.616,0.154,0.594,7.75e-05,0.139,-6.678,0.0332,179.945,4,0.432,2,0,0,1
626,GIOTF (feat. JP THE WAVY),GIOTF (feat. JP THE WAVY),¥ellow Bucks,2022-01-24,163189,53,6,1,0.866,0.162,0.809,0.0,0.0688,-3.443,0.214,167.975,4,0.939,2,1,0,0
627,High Wall,past & highway,guca owl,2021-06-26,237386,46,5,0,0.752,0.666,0.655,0.0,0.0977,-7.091,0.0968,94.97,4,0.925,2,0,0,1
628,Cinema,Nobody's Station,O.A.KLAY,2022-02-11,177687,61,7,1,0.784,0.506,0.826,0.0,0.138,-5.282,0.0389,124.044,4,0.764,2,0,0,1
629,unknowns,unknowns,O.A.KLAY,2022-01-01,316223,27,4,0,0.678,0.141,0.886,0.0,0.122,-3.911,0.0503,104.028,4,0.432,2,0,0,1
630,Come On Baby,HOOD DREAMS,MaisonDe,2021-02-12,127528,37,1,1,0.844,0.0322,0.506,0.000549,0.0722,-9.535,0.235,97.045,4,0.637,2,0,0,1
631,WATASHI,WATASHI,PIEC3 POPPO,2020-11-10,168062,39,5,0,0.871,0.402,0.781,1.04e-05,0.0763,-5.566,0.064,103.983,4,0.47,2,1,0,0
632,ソラブネ,CHANGES 2,DJ COH,2021-03-12,220389,20,1,1,0.702,0.143,0.752,0.232,0.0967,-6.257,0.0512,97.653,4,0.428,2,0,0,1
633,PAPER SHIT,T.B.T.H,eyden,2022-01-02,198055,47,0,1,0.937,0.281,0.38,0.0,0.0665,-10.6,0.537,140.019,4,0.871,3,1,0,1
634,Smash!!!,Smash!!!,DJ KANJI,2021-05-25,118360,45,10,1,0.798,0.398,0.704,0.0,0.362,-7.345,0.11,138.082,4,0.889,3,1,0,1
635,Stronger,THE ANTHEM,AK-69,2019-02-27,243040,46,5,1,0.635,0.0515,0.574,0.0,0.16,-6.911,0.0451,85.999,4,0.316,2,0,0,1
636,XXな関係,PURPLE,心之助,2021-08-30,157840,27,7,1,0.773,0.0586,0.796,3.76e-06,0.0583,-2.969,0.0532,99.992,4,0.594,2,0,0,1
637,Unlimited,Unlimited,BLOOM VASE,2021-12-17,166666,24,1,0,0.739,0.497,0.779,1.27e-06,0.131,-3.559,0.0395,89.975,4,0.407,2,0,0,1
638,Nasty Nasty Girl,The Message,MC Tyson,2016-08-10,265506,20,6,1,0.705,0.0594,0.708,1.44e-06,0.129,-6.724,0.0893,169.964,4,0.565,2,0,0,1
639,My Vision - Piano Ver.,My Vision (Piano Ver.),心之助,2022-02-14,254000,19,11,1,0.551,0.726,0.454,1.28e-06,0.206,-11.102,0.0715,176.084,4,0.316,2,0,0,1
640,GAL - Mixed,FTL Mixtape vol.2 (mixed by Thlive - DJMIX),Thlive,2021-11-30,146629,40,1,1,0.826,0.00439,0.453,0.0,0.372,-12.285,0.336,156.307,4,0.807,2,0,0,1
641,おわかれ,おわかれ,Hiplin,2022-02-23,224403,29,9,1,0.474,0.0191,0.563,0.0,0.0914,-6.226,0.0776,71.112,4,0.538,2,0,0,1
642,ハート,ハート,Aimyon,2021-10-20,271280,64,6,1,0.661,0.543,0.448,0.0,0.0818,-5.761,0.0522,78.114,4,0.299,4,1,1,1
643,もぐらの唄,もぐらのアルバム,Express,2014-01-29,329740,48,1,0,0.567,0.041,0.835,7.76e-06,0.113,-2.895,0.0952,179.969,4,0.59,2,0,0,1
644,Crayon,Crayon,ZOT on the WAVE,2022-02-04,176680,64,8,1,0.791,0.157,0.859,3.71e-06,0.446,-4.524,0.0448,140.017,4,0.946,3,1,0,1
645,Model,Model,YRD Leo,2020-01-06,120111,51,11,1,0.594,0.76,0.626,0.0,0.148,-6.928,0.0366,160.022,4,0.125,2,0,0,1
646,Exp.,DOORS,13ELL,2017-12-26,229714,34,1,1,0.627,0.649,0.828,0.0,0.0768,-4.604,0.0386,139.996,4,0.657,2,0,0,1
647,ハジマリ,ハジマリ,GADORO,2020-03-11,282791,30,8,1,0.546,0.477,0.678,2.76e-06,0.0975,-7.627,0.335,167.677,4,0.815,2,0,0,1
648,2022,2022,虎韻,2022-01-16,138461,46,5,0,0.809,0.421,0.751,0.0,0.134,-4.417,0.0893,90.947,4,0.572,2,0,0,1
649,裸の心,おいしいパスタがあると聞いて,Aimyon,2020-09-09,296653,62,8,1,0.559,0.537,0.448,1.85e-05,0.0915,-4.11,0.0275,148.02,4,0.354,5,2,1,1
650,Enemy,Yours,DADA,2021-08-06,180200,47,1,1,0.705,0.464,0.599,0.0,0.185,-4.789,0.0551,74.989,4,0.311,2,0,0,1
651,太陽と空,太陽と空,心之助,2017-05-02,252000,34,8,1,0.629,0.148,0.868,0.0,0.0827,-5.032,0.0624,99.974,4,0.677,2,0,0,1
652,春空,春空,鈴木鈴木,2022-02-28,254297,52,7,1,0.539,0.628,0.57,0.0,0.339,-4.876,0.0453,79.974,4,0.459,2,0,0,1
